,album,release_date,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,artist
232,The 3rd Album - The Misconceptions Of Us,2013-08-08,6,1MuDpOvho4mcATTx2nSJSb,Aside,spotify:track:1MuDpOvho4mcATTx2nSJSb,0.152,0.71,0.882,0.0,0.183,-2.623,0.0573,100.007,0.642,27,shinee
233,The 3rd Album - The Misconceptions Of Us,2013-08-08,7,2pVY2myptcLDJ8Xy0yp7OE,Beautiful,spotify:track:2pVY2myptcLDJ8Xy0yp7OE,0.0423,0.592,0.861,0.0,0.329,-3.241,0.0357,125.033,0.274,26,shinee
234,The 3rd Album - The Misconceptions Of Us,2013-08-08,8,13OebnLmCmi2TfauXDNkFn,Dynamite,spotify:track:13OebnLmCmi2TfauXDNkFn,0.0387,0.727,0.743,0.0,0.382,-1.541,0.0722,125.004,0.611,27,shinee
236,The 3rd Album - The Misconceptions Of Us,2013-08-08,10,2GZ9D36wODanwoK6cGMZ2m,Selene 6.23,spotify:track:2GZ9D36wODanwoK6cGMZ2m,0.499,0.437,0.667,0.0,0.111,-4.503,0.0354,147.704,0.215,36,shinee
239,The 3rd Album - The Misconceptions Of Us,2013-08-08,13,72bQu43INu36jZz2F2fleZ,SHINe (MedusaⅠ),spotify:track:72bQu43INu36jZz2F2fleZ,0.142,0.721,0.852,0.0,0.301,-1.463,0.0459,100.977,0.485,22,shinee
241,The 3rd Album - The Misconceptions Of Us,2013-08-08,15,0oAIMctAb9nhdJLKA6R3UO,Dangerous (Medusa Ⅱ),spotify:track:0oAIMctAb9nhdJLKA6R3UO,0.00971,0.718,0.783,0.0,0.59,-3.247,0.0813,117.951,0.682,22,shinee
246,The 3rd Album - The Misconceptions Of Us,2013-08-08,20,4FtvvdxytcC0vI9wgwmdyG,Better Off,spotify:track:4FtvvdxytcC0vI9wgwmdyG,0.0153,0.632,0.803,0.0,0.161,-6.666,0.121,84.963,0.359,26,shinee
259,Boys Meet U,2013-06-21,1,6j3AppbwPRuos5jQPZ7ZPn,Password,spotify:track:6j3AppbwPRuos5jQPZ7ZPn,0.113,0.599,0.91,1.64e-06,0.115,-4.255,0.0589,98.011,0.319,22,shinee
263,Boys Meet U,2013-06-21,5,2mTTb6SYZ98mEqRjb9hsbj,Run With Me,spotify:track:2mTTb6SYZ98mEqRjb9hsbj,0.147,0.636,0.895,0.0,0.266,-3.14,0.0304,108.005,0.646,23,shinee
264,Boys Meet U,2013-06-21,6,7hsCJ5bB8V173HFOEp5UZ3,Kiss Yo,spotify:track:7hsCJ5bB8V173HFOEp5UZ3,0.0281,0.554,0.986,0.0,0.076,-2.773,0.153,160.092,0.598,19,shinee
265,Boys Meet U,2013-06-21,7,0z8E3KRI6eDNxDCJiEFxim,君がいる世界,spotify:track:0z8E3KRI6eDNxDCJiEFxim,0.254,0.444,0.688,0.0,0.0778,-4.176,0.039,173.978,0.63,24,shinee
266,Boys Meet U,2013-06-21,8,4cy43DRWnB0DUN9U0f71zy,Keeping love again,spotify:track:4cy43DRWnB0DUN9U0f71zy,0.354,0.679,0.862,0.0,0.0609,-3.41,0.0314,97.994,0.549,25,shinee
267,Boys Meet U,2013-06-21,9,03dPm6RhOqImrqG6URFl8z,BURNING UP!,spotify:track:03dPm6RhOqImrqG6URFl8z,0.0747,0.725,0.886,0.0,0.425,-3.041,0.0786,120.044,0.744,19,shinee
270,Boys Meet U,2013-06-21,12,0LWGUlbOhyVotjMqE5qroC,I'm with you,spotify:track:0LWGUlbOhyVotjMqE5qroC,0.537,0.379,0.573,0.0,0.09,-6.011,0.0315,204.281,0.343,27,shinee
271,The 3rd Album Chapter 2. 'Why So Serious? - The Misconceptions Of Me',2013-04-26,1,6VA4tRjw0mVHTp8qrQUgE0,Nightmare,spotify:track:6VA4tRjw0mVHTp8qrQUgE0,0.0079,0.706,0.86,0.0,0.203,-3.225,0.107,119.949,0.64,27,shinee
272,The 3rd Album Chapter 2. 'Why So Serious? - The Misconceptions Of Me',2013-04-26,2,6LgRAevtPVeJGNoF2ZAQeI,Why So Serious?,spotify:track:6LgRAevtPVeJGNoF2ZAQeI,0.111,0.654,0.965,0.0,0.169,-1.467,0.0663,110.03,0.641,40,shinee
273,The 3rd Album Chapter 2. 'Why So Serious? - The Misconceptions Of Me',2013-04-26,3,0vGE9EqATO9Vs7mxEhQY8x,SHINe (Medusa I),spotify:track:0vGE9EqATO9Vs7mxEhQY8x,0.142,0.721,0.852,0.0,0.301,-1.463,0.0459,100.977,0.485,24,shinee
274,The 3rd Album Chapter 2. 'Why So Serious? - The Misconceptions Of Me',2013-04-26,4,1pV4XUjmdxfdOvmQL6I2mr,Orgel,spotify:track:1pV4XUjmdxfdOvmQL6I2mr,0.484,0.758,0.628,2.31e-06,0.0855,-6.48,0.0299,104.987,0.672,29,shinee
275,The 3rd Album Chapter 2. 'Why So Serious? - The Misconceptions Of Me',2013-04-26,5,0UNZLoq6KyOG2gmObbR8ob,Dangerous (Medusa II),spotify:track:0UNZLoq6KyOG2gmObbR8ob,0.00971,0.718,0.783,0.0,0.59,-3.247,0.0813,117.951,0.682,24,shinee
276,The 3rd Album Chapter 2. 'Why So Serious? - The Misconceptions Of Me',2013-04-26,6,18afrlejRAZfnJj1xXWhcH,Like A Fire,spotify:track:18afrlejRAZfnJj1xXWhcH,0.0821,0.743,0.778,0.0,0.0462,-3.255,0.0446,122.015,0.951,29,shinee
278,The 3rd Album Chapter 2. 'Why So Serious? - The Misconceptions Of Me',2013-04-26,8,5UgyOLHidxNLTXK2fPPq2z,Evil,spotify:track:5UgyOLHidxNLTXK2fPPq2z,0.14,0.828,0.861,0.0,0.101,-3.598,0.0997,124.957,0.646,31,shinee
279,The 3rd Album Chapter 2. 'Why So Serious? - The Misconceptions Of Me',2013-04-26,9,49X9GMp2yLIvixh9tilJoU,Sleepless Night,spotify:track:49X9GMp2yLIvixh9tilJoU,0.822,0.492,0.378,0.0,0.123,-7.748,0.031,131.809,0.39,27,shinee
280,The 3rd Album Chapter 1. 'Dream Girl - The Misconceptions of You',2013-02-19,1,2jv2Em33WMMw6Jl1L1RNJJ,Spoiler,spotify:track:2jv2Em33WMMw6Jl1L1RNJJ,0.018,0.612,0.819,0.0,0.346,-3.437,0.142,104.923,0.427,29,shinee
281,The 3rd Album Chapter 1. 'Dream Girl - The Misconceptions of You',2013-02-19,2,3PrdbYsr8JsDW8f4Tob5pW,Dream Girl,spotify:track:3PrdbYsr8JsDW8f4Tob5pW,0.0429,0.724,0.939,0.0,0.304,-0.698,0.0736,124.063,0.732,44,shinee
282,The 3rd Album Chapter 1. 'Dream Girl - The Misconceptions of You',2013-02-19,3,1PQZCoS2ZRPZFSspJ1GbR6,히치하이킹 (Hitchhiking),spotify:track:1PQZCoS2ZRPZFSspJ1GbR6,0.0034,0.619,0.946,0.000331,0.45,-1.851,0.0698,108.986,0.763,28,shinee
283,The 3rd Album Chapter 1. 'Dream Girl - The Misconceptions of You',2013-02-19,4,7l9l8DVvXosPhpRIfLOTD9,Punch Drunk Love,spotify:track:7l9l8DVvXosPhpRIfLOTD9,0.225,0.843,0.795,0.0,0.528,-2.508,0.0653,104.978,0.744,27,shinee
284,The 3rd Album Chapter 1. 'Dream Girl - The Misconceptions of You',2013-02-19,5,5MNvJHT2vBPsmoxCnIi0uO,"Girls, Girls, Girls",spotify:track:5MNvJHT2vBPsmoxCnIi0uO,0.0445,0.689,0.899,0.0,0.0514,-2.529,0.185,172.111,0.917,28,shinee
285,The 3rd Album Chapter 1. 'Dream Girl - The Misconceptions of You',2013-02-19,6,2S4c5f4N7rjQh1N3pCsNMR,방백 (Aside),spotify:track:2S4c5f4N7rjQh1N3pCsNMR,0.152,0.71,0.882,0.0,0.183,-2.623,0.0573,100.007,0.642,30,shinee
286,The 3rd Album Chapter 1. 'Dream Girl - The Misconceptions of You',2013-02-19,7,1jshsPYbDIMMUxbCq8eqT9,아름다워 (Beautiful),spotify:track:1jshsPYbDIMMUxbCq8eqT9,0.0423,0.592,0.861,0.0,0.329,-3.241,0.0357,125.033,0.274,29,shinee
287,The 3rd Album Chapter 1. 'Dream Girl - The Misconceptions of You',2013-02-19,8,3EsnrEOCRTAfyQ2grBas6c,다이너마이트 (Dynamite),spotify:track:3EsnrEOCRTAfyQ2grBas6c,0.0387,0.727,0.743,0.0,0.382,-1.541,0.0722,125.004,0.611,27,shinee
288,The 3rd Album Chapter 1. 'Dream Girl - The Misconceptions of You',2013-02-19,9,35ZCMJM9kkV6DoBYuVyusY,Runaway,spotify:track:35ZCMJM9kkV6DoBYuVyusY,0.101,0.794,0.909,0.0,0.1,-1.905,0.0677,126.018,0.858,26,shinee
289,Sherlock,2012-03-21,1,2sVtrcj32v3fR8mLjqWziv,Sherlock (Clue + Note),spotify:track:2sVtrcj32v3fR8mLjqWziv,0.0069,0.64,0.937,0.0,0.393,-2.112,0.0839,107.013,0.316,54,shinee
290,Sherlock,2012-03-21,2,0TMFkkSBm0kyVZeYQcGNjB,Clue,spotify:track:0TMFkkSBm0kyVZeYQcGNjB,0.00268,0.687,0.921,1.54e-06,0.265,-2.133,0.0501,107.045,0.3,29,shinee
291,Sherlock,2012-03-21,3,0JottZKMJFyhzttdZfuM9T,Note,spotify:track:0JottZKMJFyhzttdZfuM9T,0.0559,0.578,0.948,0.0,0.232,-2.061,0.152,107.191,0.601,28,shinee
292,Sherlock,2012-03-21,4,0vmAXhoWnUsbaT69SbX3JJ,Alarm Clock,spotify:track:0vmAXhoWnUsbaT69SbX3JJ,0.0484,0.655,0.881,2.5e-06,0.0632,-4.075,0.0602,94.005,0.731,30,shinee
293,Sherlock,2012-03-21,5,6ncP102bxNYWrEcgzXXMYy,The Reason,spotify:track:6ncP102bxNYWrEcgzXXMYy,0.14,0.527,0.715,0.0,0.0845,-5.82,0.0369,132.964,0.355,32,shinee
294,Sherlock,2012-03-21,6,58odzD4sVaiRyWCbiUFm4s,Stranger (Korean Version),spotify:track:58odzD4sVaiRyWCbiUFm4s,0.0367,0.802,0.788,0.0,0.246,-3.787,0.066,127.943,0.742,35,shinee
295,Sherlock,2012-03-21,7,2EFCh6MtGVKxGPVDH3jY3L,Honesty,spotify:track:2EFCh6MtGVKxGPVDH3jY3L,0.66,0.794,0.345,0.0,0.155,-8.013,0.0341,116.091,0.59,33,shinee
296,"SHINee The 1st Asia Tour Concert ""SHINee World""",2012-02-27,1,038UuQkhXS6EUSlMm2Xuz6,Into The SHINee World - Live,spotify:track:038UuQkhXS6EUSlMm2Xuz6,0.00545,0.318,0.765,0.381,0.0981,-7.137,0.0403,110.011,0.196,2,shinee
297,"SHINee The 1st Asia Tour Concert ""SHINee World""",2012-02-27,2,52s7bq8LGotVyfG9OGNyng,The SHINee World (Doo-Bop) - Rearranged / Live,spotify:track:52s7bq8LGotVyfG9OGNyng,0.019,0.782,0.826,1.75e-05,0.33,-6.403,0.0466,112.006,0.464,4,shinee
298,"SHINee The 1st Asia Tour Concert ""SHINee World""",2012-02-27,3,0my67CvYc4sPIYswKAPu9L,Senorita - Rearranged / Live,spotify:track:0my67CvYc4sPIYswKAPu9L,0.0798,0.776,0.847,2.71e-06,0.926,-6.357,0.0965,106.016,0.417,3,shinee
300,"SHINee The 1st Asia Tour Concert ""SHINee World""",2012-02-27,5,0n6RIu5Mn1eQqkO1Dffj0h,Amigo - Rearranged / Live,spotify:track:0n6RIu5Mn1eQqkO1Dffj0h,0.00634,0.641,0.976,0.0,0.372,-3.791,0.239,116.814,0.221,2,shinee
301,"SHINee The 1st Asia Tour Concert ""SHINee World""",2012-02-27,6,11taIf9644BLv0hF6nvGT9,Juliette - Rearranged / Live,spotify:track:11taIf9644BLv0hF6nvGT9,0.112,0.672,0.916,0.0,0.96,-4.998,0.0679,109.005,0.64,3,shinee
305,"SHINee The 1st Asia Tour Concert ""SHINee World""",2012-02-27,10,26pie9uK7yKK7JFNU7pMLZ,Love Still Goes On - Live,spotify:track:26pie9uK7yKK7JFNU7pMLZ,0.101,0.699,0.762,0.0,0.886,-4.788,0.198,114.937,0.477,4,shinee
307,"SHINee The 1st Asia Tour Concert ""SHINee World""",2012-02-27,12,6LhQC50ymbQaMkSbKuydZs,O.M.G - Live,spotify:track:6LhQC50ymbQaMkSbKuydZs,0.257,0.791,0.827,7.28e-06,0.737,-6.828,0.0544,130.029,0.552,2,shinee
308,"SHINee The 1st Asia Tour Concert ""SHINee World""",2012-02-27,13,2n4khs7aafByw0x86wNWFB,Romeo + Juliette - Rearranged / Live,spotify:track:2n4khs7aafByw0x86wNWFB,0.313,0.61,0.632,2.4e-06,0.15,-6.557,0.0371,107.908,0.355,3,shinee
309,"SHINee The 1st Asia Tour Concert ""SHINee World""",2012-02-27,14,0OPFZ9BTmd69Mbaezn2pN2,My First Kiss - Live,spotify:track:0OPFZ9BTmd69Mbaezn2pN2,0.0592,0.58,0.826,0.0,0.879,-6.372,0.149,136.54,0.657,4,shinee
311,"SHINee The 1st Asia Tour Concert ""SHINee World""",2012-02-27,16,791xOthe6ZD30t97paFPYV,Romantic - Live,spotify:track:791xOthe6ZD30t97paFPYV,0.206,0.61,0.619,0.0,0.625,-6.218,0.0809,127.611,0.453,4,shinee
312,"SHINee The 1st Asia Tour Concert ""SHINee World""",2012-02-27,17,0hJ6i5PHYTUEH8bgZhgo7x,Obsession - Live,spotify:track:0hJ6i5PHYTUEH8bgZhgo7x,0.248,0.596,0.761,0.0,0.631,-5.93,0.155,74.829,0.75,4,shinee
313,"SHINee The 1st Asia Tour Concert ""SHINee World""",2012-02-27,18,3GBbzy2YSMSDt7JZswMYV9,Graze - Live,spotify:track:3GBbzy2YSMSDt7JZswMYV9,0.55,0.584,0.729,0.0,0.228,-5.145,0.0758,83.919,0.674,3,shinee
314,"SHINee The 1st Asia Tour Concert ""SHINee World""",2012-02-27,1,3fLqgN6J8zlplY3pxqbTTN,Replay - Live,spotify:track:3fLqgN6J8zlplY3pxqbTTN,0.184,0.703,0.712,3.44e-06,0.663,-5.491,0.1,99.99,0.598,25,shinee
315,"SHINee The 1st Asia Tour Concert ""SHINee World""",2012-02-27,2,6gSBMFLZ90cyekixpNiyiQ,Love Like Oxygen - Live,spotify:track:6gSBMFLZ90cyekixpNiyiQ,0.0104,0.681,0.776,0.0,0.868,-4.279,0.106,98.272,0.759,7,shinee
316,"SHINee The 1st Asia Tour Concert ""SHINee World""",2012-02-27,3,0iPsWbn29bc8lmAJuwJdY9,Quasimodo - Live,spotify:track:0iPsWbn29bc8lmAJuwJdY9,0.333,0.358,0.526,0.0,0.822,-7.385,0.0392,141.636,0.31,5,shinee
318,"SHINee The 1st Asia Tour Concert ""SHINee World""",2012-02-27,5,06JuvMoVijZXyLy1nJ9xup,Nessun Dorma - Live,spotify:track:06JuvMoVijZXyLy1nJ9xup,0.97,0.226,0.251,5.57e-05,0.688,-9.071,0.0306,105.399,0.0746,6,shinee
319,"SHINee The 1st Asia Tour Concert ""SHINee World""",2012-02-27,6,2Hsp7oI86h44uFz99AKwP0,Sum Jip A Gi - Live,spotify:track:2Hsp7oI86h44uFz99AKwP0,0.824,0.28,0.27,0.00169,0.5,-12.39,0.0357,110.464,0.145,2,shinee
320,"SHINee The 1st Asia Tour Concert ""SHINee World""",2012-02-27,7,7FaJrYIgWae3PXn4HNDO7p,Ring Ding Dong - Rearranged / Live,spotify:track:7FaJrYIgWae3PXn4HNDO7p,0.0505,0.656,0.912,0.00892,0.331,-5.059,0.0393,124.946,0.644,11,shinee
322,"SHINee The 1st Asia Tour Concert ""SHINee World""",2012-02-27,9,3A7J9X5zdvLzn0ceOd2OL6,Ready Or Not - Live,spotify:track:3A7J9X5zdvLzn0ceOd2OL6,0.105,0.687,0.768,0.0,0.768,-4.511,0.103,127.894,0.439,3,shinee
323,"SHINee The 1st Asia Tour Concert ""SHINee World""",2012-02-27,10,1IIuYreFSHHM5xueMQe2GI,Lucifer - Rearranged / Live,spotify:track:1IIuYreFSHHM5xueMQe2GI,0.012,0.775,0.822,0.0,0.304,-5.817,0.0416,125.023,0.636,3,shinee
325,"SHINee The 1st Asia Tour Concert ""SHINee World""",2012-02-27,12,3klI3fLcalRUw4WADDliq3,Bodyguard - Rearranged / Live,spotify:track:3klI3fLcalRUw4WADDliq3,0.147,0.68,0.94,0.0,0.37,-4.595,0.129,124.869,0.68,5,shinee
326,"SHINee The 1st Asia Tour Concert ""SHINee World""",2012-02-27,13,1pOpiwC21TyuenYNw2OSTN,One - Live,spotify:track:1pOpiwC21TyuenYNw2OSTN,0.331,0.55,0.561,0.0,0.147,-6.149,0.044,127.855,0.407,6,shinee
327,"SHINee The 1st Asia Tour Concert ""SHINee World""",2012-02-27,14,3J8NrJ7Bjceu8HC5aZO1UY,The SHINee World (Doo-Bop) - Rearranged / Studio Version,spotify:track:3J8NrJ7Bjceu8HC5aZO1UY,0.0278,0.838,0.727,1.31e-06,0.324,-5.223,0.0686,112.003,0.686,3,shinee
328,"SHINee The 1st Asia Tour Concert ""SHINee World""",2012-02-27,15,6YSicQLBTlM24wCwEEYPeC,Amigo - Rearranged / Studio Version,spotify:track:6YSicQLBTlM24wCwEEYPeC,0.000609,0.623,0.988,1.66e-06,0.0988,-3.706,0.0638,116.966,0.548,1,shinee
329,"SHINee The 1st Asia Tour Concert ""SHINee World""",2012-02-27,16,3N1lSkQ29yAx8KJq19SfbY,Lucifer - Rearranged / Studio Version,spotify:track:3N1lSkQ29yAx8KJq19SfbY,0.00866,0.764,0.825,0.0,0.132,-4.36,0.0399,125.02,0.646,5,shinee
330,SHINee World (The 1st Asia Tour Album),2012-02-01,1,1cjNh9j9KoudxXcoyq9YWU,Into the SHINee World - Live,spotify:track:1cjNh9j9KoudxXcoyq9YWU,0.00545,0.318,0.765,0.381,0.0981,-7.137,0.0403,110.012,0.196,14,shinee
331,SHINee World (The 1st Asia Tour Album),2012-02-01,2,0iK4OQBSzXX5mYAnxnA00j,The SHINee World (Doo-Bop) [Rearranged] - Live,spotify:track:0iK4OQBSzXX5mYAnxnA00j,0.019,0.782,0.826,1.75e-05,0.33,-6.403,0.0466,112.006,0.464,21,shinee
332,SHINee World (The 1st Asia Tour Album),2012-02-01,3,4LXew9aY3TVwKzjls55t2c,세뇨리따 Senorita (Rearranged) - Live,spotify:track:4LXew9aY3TVwKzjls55t2c,0.0798,0.776,0.847,2.71e-06,0.926,-6.357,0.0965,106.016,0.417,16,shinee
333,SHINee World (The 1st Asia Tour Album),2012-02-01,4,4tBShNNAGAALWJXUQjJY9A,Get Down - Live,spotify:track:4tBShNNAGAALWJXUQjJY9A,0.231,0.644,0.964,0.0,0.862,-4.501,0.343,106.919,0.657,13,shinee
334,SHINee World (The 1st Asia Tour Album),2012-02-01,5,3ZA0Jc0TBlCb9TI6aPaYhu,아.미.고 Amigo (Rearranged) - Live,spotify:track:3ZA0Jc0TBlCb9TI6aPaYhu,0.00634,0.641,0.976,0.0,0.372,-3.791,0.239,116.814,0.221,14,shinee
335,SHINee World (The 1st Asia Tour Album),2012-02-01,6,4eguUv8MIviQA5U39CWn7W,줄리엣 Juliette [Rearranged] - Live,spotify:track:4eguUv8MIviQA5U39CWn7W,0.112,0.672,0.916,0.0,0.96,-4.998,0.068,109.005,0.639,17,shinee
336,SHINee World (The 1st Asia Tour Album),2012-02-01,7,073MKiHnvmzA3dUFnhBboP,Hello - Live,spotify:track:073MKiHnvmzA3dUFnhBboP,0.142,0.645,0.7,0.0,0.928,-5.249,0.0627,96.965,0.524,34,shinee
338,SHINee World (The 1st Asia Tour Album),2012-02-01,9,2loiab7rLHiw0hbWiIE2SC,Stand By Me - Live,spotify:track:2loiab7rLHiw0hbWiIE2SC,0.406,0.732,0.718,0.0,0.78,-5.442,0.0393,110.949,0.585,52,shinee
339,SHINee World (The 1st Asia Tour Album),2012-02-01,10,1uEcr2vqYibqHrIuy9rKbo,사.계.후 (Love Still Goes On) - Live,spotify:track:1uEcr2vqYibqHrIuy9rKbo,0.101,0.699,0.762,0.0,0.886,-4.788,0.198,114.937,0.477,15,shinee
340,SHINee World (The 1st Asia Tour Album),2012-02-01,11,6ga87yFI8EUzwPvt9oA0PH,Girls - Live,spotify:track:6ga87yFI8EUzwPvt9oA0PH,0.266,0.758,0.85,0.0,0.339,-6.375,0.126,135.989,0.653,14,shinee
341,SHINee World (The 1st Asia Tour Album),2012-02-01,12,3lTw7JC7cbBPnw0IRkSTtb,OMG (MINHO Solo) - Live,spotify:track:3lTw7JC7cbBPnw0IRkSTtb,0.257,0.791,0.827,7.28e-06,0.737,-6.828,0.0544,130.029,0.552,19,shinee
